8862 "Abusive.Spam"
  34 "Anomaly.Connection"
  12 "Anomaly.Protocol"
14927 "Anomaly.Traffic"
84373 "Attempt.Exploit"
146101 "Attempt.Login"
   1 "Availability.DDoS"
 881 "Availability.DoS"
62745 "Intrusion.Botnet"
8020 "Malware"
3264 "Other"
15869516 "Recon.Scanning"
1662 "Vulnerable.Config"
