CMDLINE /usr/local/opt/python/bin/python2.7 filter.py -f
MEM 0.253906 1493724938.6675
MEM 15.101562 1493724938.7682
MEM 22.300781 1493724938.8692
MEM 22.867188 1493724938.9732
MEM 26.164062 1493724939.0743
MEM 28.312500 1493724939.1756
MEM 34.492188 1493724939.2798
MEM 36.667969 1493724939.3847
MEM 36.667969 1493724939.4893
MEM 36.667969 1493724939.5938
MEM 36.667969 1493724939.6984
MEM 36.667969 1493724939.8028
MEM 36.667969 1493724939.9073
MEM 36.667969 1493724940.0118
MEM 36.667969 1493724940.1162
MEM 36.667969 1493724940.2207
MEM 36.667969 1493724940.3252
MEM 36.667969 1493724940.4296
MEM 36.667969 1493724940.5342
MEM 36.667969 1493724940.6387
MEM 36.667969 1493724940.7432
MEM 36.667969 1493724940.8476
MEM 36.667969 1493724940.9521
MEM 36.667969 1493724941.0567
MEM 36.667969 1493724941.1611
MEM 36.667969 1493724941.2656
MEM 36.667969 1493724941.3701
MEM 36.675781 1493724941.4747
MEM 36.675781 1493724941.5793
MEM 36.675781 1493724941.6837
MEM 36.675781 1493724941.7853
MEM 36.675781 1493724941.8906
MEM 36.675781 1493724941.9928
MEM 36.675781 1493724942.0942
MEM 37.050781 1493724942.1945
MEM 37.050781 1493724942.2990
MEM 37.050781 1493724942.4035
MEM 37.050781 1493724942.5079
MEM 37.050781 1493724942.6125
MEM 37.050781 1493724942.7171
MEM 37.050781 1493724942.8215
MEM 37.050781 1493724942.9259
MEM 37.050781 1493724943.0302
MEM 37.050781 1493724943.1350
MEM 37.054688 1493724943.2395
MEM 37.054688 1493724943.3439
MEM 37.054688 1493724943.4484
MEM 37.054688 1493724943.5531
MEM 37.054688 1493724943.6550
MEM 37.054688 1493724943.7561
MEM 37.054688 1493724943.8615
MEM 37.054688 1493724943.9625
MEM 37.054688 1493724944.0668
MEM 37.054688 1493724944.1681
MEM 37.054688 1493724944.2728
MEM 37.054688 1493724944.3773
MEM 37.054688 1493724944.4818
MEM 37.054688 1493724944.5822
MEM 37.054688 1493724944.6827
MEM 37.054688 1493724944.7836
MEM 37.054688 1493724944.8881
MEM 37.054688 1493724944.9926
MEM 37.054688 1493724945.0971
MEM 37.054688 1493724945.2015
MEM 37.054688 1493724945.3061
MEM 37.054688 1493724945.4106
MEM 37.054688 1493724945.5150
MEM 37.054688 1493724945.6198
MEM 37.054688 1493724945.7241
MEM 37.054688 1493724945.8287
MEM 37.054688 1493724945.9332
MEM 37.054688 1493724946.0376
MEM 37.054688 1493724946.1421
MEM 37.054688 1493724946.2466
MEM 37.054688 1493724946.3511
MEM 37.054688 1493724946.4556
MEM 37.054688 1493724946.5601
MEM 37.054688 1493724946.6646
MEM 37.054688 1493724946.7688
MEM 37.054688 1493724946.8736
MEM 37.054688 1493724946.9780
MEM 37.054688 1493724947.0825
MEM 37.054688 1493724947.1870
MEM 37.054688 1493724947.2915
MEM 37.054688 1493724947.3960
MEM 37.054688 1493724947.5005
MEM 37.054688 1493724947.6050
MEM 37.054688 1493724947.7096
MEM 37.054688 1493724947.8140
MEM 37.054688 1493724947.9186
MEM 37.054688 1493724948.0230
MEM 37.054688 1493724948.1275
MEM 37.054688 1493724948.2320
MEM 37.054688 1493724948.3365
MEM 37.054688 1493724948.4410
MEM 37.054688 1493724948.5454
MEM 37.054688 1493724948.6499
MEM 37.054688 1493724948.7543
MEM 37.054688 1493724948.8587
MEM 37.054688 1493724948.9591
MEM 37.054688 1493724949.0645
MEM 37.429688 1493724949.1661
MEM 37.753906 1493724949.2673
MEM 37.796875 1493724949.3696
MEM 37.808594 1493724949.4741
MEM 37.812500 1493724949.5791
MEM 37.835938 1493724949.6825
MEM 37.835938 1493724949.7877
MEM 37.835938 1493724949.8923
MEM 37.835938 1493724949.9967
MEM 37.835938 1493724950.1011
MEM 37.835938 1493724950.2057
MEM 37.835938 1493724950.3102
MEM 37.835938 1493724950.4147
MEM 37.835938 1493724950.5192
MEM 37.835938 1493724950.6236
MEM 37.835938 1493724950.7280
MEM 37.835938 1493724950.8327
MEM 37.835938 1493724950.9371
MEM 37.835938 1493724951.0416
MEM 37.835938 1493724951.1461
MEM 37.835938 1493724951.2506
MEM 37.835938 1493724951.3551
MEM 37.835938 1493724951.4596
MEM 37.835938 1493724951.5641
MEM 37.835938 1493724951.6685
MEM 37.835938 1493724951.7730
MEM 37.839844 1493724951.8732
MEM 37.843750 1493724951.9735
MEM 37.843750 1493724952.0786
MEM 37.843750 1493724952.1793
MEM 37.843750 1493724952.2839
MEM 37.843750 1493724952.3885
MEM 37.843750 1493724952.4930
MEM 37.843750 1493724952.5972
MEM 37.843750 1493724952.7019
MEM 37.843750 1493724952.8064
MEM 37.843750 1493724952.9109
MEM 37.843750 1493724953.0153
MEM 37.851562 1493724953.1202
MEM 37.859375 1493724953.2206
MEM 37.871094 1493724953.3212
MEM 37.875000 1493724953.4216
MEM 37.898438 1493724953.5261
MEM 37.898438 1493724953.6308
MEM 37.898438 1493724953.7353
MEM 37.898438 1493724953.8398
MEM 37.898438 1493724953.9443
MEM 37.898438 1493724954.0488
MEM 37.898438 1493724954.1525
MEM 37.898438 1493724954.2578
MEM 37.898438 1493724954.3623
MEM 37.898438 1493724954.4668
MEM 37.898438 1493724954.5713
MEM 37.906250 1493724954.6752
MEM 37.910156 1493724954.7801
MEM 37.921875 1493724954.8845
MEM 37.925781 1493724954.9852
MEM 37.933594 1493724955.0857
MEM 37.941406 1493724955.1879
MEM 37.953125 1493724955.2918
MEM 37.960938 1493724955.3954
MEM 37.968750 1493724955.4999
MEM 37.976562 1493724955.6045
MEM 37.980469 1493724955.7091
MEM 37.980469 1493724955.8137
MEM 37.980469 1493724955.9181
MEM 37.980469 1493724956.0232
MEM 37.980469 1493724956.1271
MEM 37.980469 1493724956.2321
MEM 37.980469 1493724956.3360
MEM 37.980469 1493724956.4398
MEM 37.980469 1493724956.5451
MEM 37.984375 1493724956.6493
MEM 37.984375 1493724956.7539
MEM 37.996094 1493724956.8584
MEM 38.000000 1493724956.9633
MEM 38.000000 1493724957.0669
MEM 38.000000 1493724957.1718
MEM 38.003906 1493724957.2764
MEM 38.003906 1493724957.3808
MEM 38.003906 1493724957.4852
MEM 38.003906 1493724957.5898
MEM 38.003906 1493724957.6934
MEM 38.003906 1493724957.7974
MEM 38.007812 1493724957.9008
MEM 38.007812 1493724958.0042
MEM 38.007812 1493724958.1065
MEM 38.007812 1493724958.2118
MEM 38.007812 1493724958.3131
MEM 38.007812 1493724958.4142
MEM 38.007812 1493724958.5188
MEM 38.007812 1493724958.6233
MEM 38.007812 1493724958.7278
MEM 38.007812 1493724958.8323
MEM 38.007812 1493724958.9366
MEM 38.007812 1493724959.0412
MEM 38.007812 1493724959.1456
MEM 38.007812 1493724959.2501
MEM 38.011719 1493724959.3546
MEM 38.011719 1493724959.4592
MEM 38.027344 1493724959.5636
MEM 38.031250 1493724959.6682
